Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,volume_adi,volume_obv,volume_nvi,volatility_atr,volatility_bbhi,volatility_bbli,volatility_kch,volatility_kcl,volatility_kcp,volatility_kchi,volatility_kcli,trend_adx,trend_adx_pos,trend_adx_neg,trend_ichimoku_b,trend_visual_ichimoku_b,trend_psar_up_indicator,trend_psar_down_indicator,others_dr,others_cr
2019-06-05 08:00:00-04:00,2.0969998836517334,2.0989999771118164,2.0799999237060547,2.0899999141693115,0,0,0,0.0,0,1000.0,0.0,0.0,0.0,2.1086666584014893,2.070666551589966,0.5087712693871405,0.0,0.0,0.0,0.0,0.0,2.0894999504089355,1.276218401161308,0.0,0.0,64.34304056404574,0.0
2019-06-05 09:00:00-04:00,2.0899999141693115,2.1050000190734863,2.0809998512268066,2.1050000190734863,0,0,0,0.0,0,1000.0,0.0,0.0,0.0,2.1148333946863813,2.07183317343394,0.7713180228732733,0.0,0.0,0.0,0.0,0.0,2.0924999713897705,1.276218401161308,0.0,0.0,0.7177083980951515,0.7177083980951515
2019-06-05 10:00:00-04:00,2.1069998741149902,2.113999843597412,2.0879998207092285,2.1069998741149902,0,0,0,0.0,0,1000.0,0.0,0.0,0.0,2.1195555528004966,2.0735553900400796,0.7270514291242798,0.0,0.0,0.0,0.0,0.0,2.0969998836517334,1.276218401161308,0.0,1.0,0.09500498923435963,0.8133952461158556
2019-06-05 11:00:00-04:00,2.1069998741149902,2.122999906539917,2.0989999771118164,2.122999906539917,0,0,0,0.0,0,1000.0,0.0,0.0,0.0,2.124416629473368,2.0779165426890054,0.9695328970025147,0.0,0.0,0.0,0.0,0.0,2.101499915122986,1.276218401161308,1.0,0.0,0.7593751011327088,1.5789470682213702
2019-06-05 12:00:00-04:00,2.124000072479248,2.128000020980835,2.115999937057495,2.118000030517578,0,0,0,0.0,0,1000.0,0.0,0.0,0.0,2.126066652933756,2.08406654993693,0.8079380325141663,0.0,0.0,0.0,0.0,0.0,2.103999972343445,1.276218401161308,0.0,0.0,-0.23550995018589704,1.3397185405816359
2019-06-05 13:00:00-04:00,2.115999937057495,2.129999876022339,2.115999937057495,2.128000020980835,0,0,0,0.0,0,1000.0,0.0,0.0,0.0,2.128166635831197,2.0884999036788936,0.9957996325555099,0.0,0.0,0.0,0.0,0.0,2.1049998998641968,1.276218401161308,0.0,0.0,0.47214307455949456,1.81818700344909
2019-06-05 14:00:00-04:00,2.128000020980835,2.129999876022339,2.11899995803833,2.122999906539917,0,0,0,0.0,0,1000.0,0.0,0.0,0.0,2.1291428066435314,2.091999916803269,0.8346143735710206,0.0,0.0,0.0,0.0,0.0,2.1049998998641968,1.276218401161308,0.0,0.0,-0.23496778156107956,1.5789470682213702
2019-06-06 08:00:00-04:00,2.1050000190734863,2.1050000190734863,2.0999999046325684,2.0999999046325684,0,0,0,0.0,0,1000.0,0.0,0.0,0.0,2.1263332962989807,2.0925832390785217,0.219752680879922,0.0,0.0,0.0,0.0,0.0,2.1049998998641968,1.276218401161308,0.0,0.0,-1.0833727234983326,0.47846846286745404
2019-06-06 09:00:00-04:00,2.0999999046325684,2.113999843597412,2.0950000286102295,2.113999843597412,0,0,0,0.0,0,1000.0,0.0,0.0,0.0,2.1263703063682273,2.0921480743973344,0.638525541486111,0.0,0.0,0.0,0.0,0.0,2.1049998998641968,1.276218401161308,0.0,1.0,0.6666637905059059,1.1483220293642793
2019-06-06 10:00:00-04:00,2.113999843597412,2.117000102996826,2.0950000286102295,2.0969998836517334,0,0,0,0.0,0,1000.0,0.01940000057220459,0.0,0.0,2.1262332836786904,2.0910332600275674,0.1695062390668494,0.0,0.0,0.0,0.0,0.0,2.1049998998641968,1.276218401161308,0.0,0.0,-0.8041608894705399,0.33492678324842373
