index,Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,volume_adi,volume_obv,volume_vpt,volume_nvi,volatility_atr,volatility_bbhi,volatility_bbli,volatility_kch,volatility_kcl,volatility_kcp,volatility_kchi,volatility_kcli,trend_adx,trend_adx_pos,trend_adx_neg,trend_ichimoku_b,trend_visual_ichimoku_b
0,2019-06-05 09:30:00-04:00,25451.0,25512.109375,25402.400390625,25438.380859375,0,0,0,-0.0,0,-1362.5248570148074,1000.0,0.0,0.0,0.0,25560.672526041668,25341.254557291668,0.44265427593122825,0.0,0.0,0.0,0.0,0.0,25457.2548828125,27961.5409572936
1,2019-06-05 10:30:00-04:00,25440.970703125,25470.419921875,25373.580078125,25467.970703125,34755555,0,0,32997519.18175951,34755555,40427.55109217271,1000.0,0.0,0.0,0.0,25547.41796875,25340.869140625,0.6153584295480979,0.0,0.0,0.0,0.0,0.0,25442.8447265625,27961.5409572936
2,2019-06-05 11:30:00-04:00,25467.880859375,25485.01953125,25435.51953125,25479.109375,25649628,0,0,52522164.99047163,60405183,51645.672604019586,1000.4373600081782,0.0,0.0,0.0,25536.96180555556,25366.26258680556,0.6610855575133768,0.0,0.0,0.0,0.0,0.0,25442.8447265625,27961.5409572936
3,2019-06-05 12:30:00-04:00,25479.009765625,25509.419921875,25434.470703125,25503.890625,21008826,0,0,70431184.53787352,81414009,31651.52684207145,1001.4103959162553,0.0,0.0,0.0,25542.107096354168,25376.608072916668,0.7690834026667223,0.0,0.0,0.0,0.0,0.0,25442.8447265625,27961.5409572936
4,2019-06-05 13:30:00-04:00,25504.009765625,25535.869140625,25493.380859375,25515.9296875,20335210,0,0,71680050.9789878,101749219,30032.60208574411,1001.8831097669321,0.0,0.0,0.0,25545.1953125,25395.80078125,0.8041051117793175,0.0,0.0,0.0,0.0,0.0,25454.724609375,27961.5409572936
5,2019-06-05 14:30:00-04:00,25515.4296875,25527.419921875,25487.310546875,25499.58984375,23314001,0,0,62640993.91032788,78435218,-5330.579983674335,1001.8831097669321,0.0,0.0,0.0,25545.143229166668,25407.277994791668,0.6695803287668557,0.0,0.0,0.0,0.0,0.0,25454.724609375,27961.5409572936
6,2019-06-05 15:30:00-04:00,25499.0390625,25544.66015625,25450.759765625,25536.9609375,38982015,0,0,95230467.64818591,117417233,42200.57500589394,1001.8831097669321,0.0,0.0,0.0,25553.65048363095,25408.651599702378,0.8848987959164439,0.0,0.0,0.0,0.0,0.0,25459.1201171875,27961.5409572936
7,2019-06-06 09:30:00-04:00,25567.44921875,25608.3203125,25532.73046875,25532.73046875,0,0,0,95230467.64818591,117417233,57130.351745087806,1001.717137191049,0.0,0.0,0.0,25563.6337890625,25417.8623046875,0.7880016078247472,0.0,0.0,0.0,0.0,0.0,25490.9501953125,27961.5409572936
8,2019-06-06 10:30:00-04:00,25519.109375,25649.380859375,25519.109375,25639.060546875,30260188,0,0,120696135.98846087,147677421,126017.39395068737,1001.717137191049,0.0,0.0,0.0,25582.42874710648,25423.904875578704,1.357244616995081,1.0,0.0,0.0,0.0,0.0,25511.48046875,27961.5409572936
9,2019-06-06 11:30:00-04:00,25638.7890625,25651.009765625,25571.060546875,25609.08984375,22418101,0,0,119605188.18976052,125259320,99811.82185225266,1000.5461829402453,79.3306640625,0.0,0.0,25593.219466145834,25434.558138020835,1.100026753788815,1.0,0.0,0.0,0.0,0.0,25512.294921875,27961.5409572936
10,2019-06-06 12:30:00-04:00,25608.890625,25630.890625,25601.05078125,25626.939453125,17260342,0,0,132294555.99601789,142519662,-14175.064014833413,1001.243566511317,74.38158203125,0.0,0.0,25602.098893229173,25459.411393229173,1.174090651919944,1.0,0.0,0.0,0.0,0.0,25512.294921875,27961.5409572936
11,2019-06-06 13:30:00-04:00,25626.900390625,25637.830078125,25610.580078125,25626.44921875,17157060,0,0,135120453.63649955,125362602,11702.299535665938,1001.2244130726106,69.668423828125,0.0,0.0,25613.90286458334,25485.13333333334,1.0974326305677324,1.0,0.0,0.0,0.0,0.0,25512.294921875,27961.5409572936
12,2019-06-06 14:30:00-04:00,25632.33984375,25741.08984375,25629.48046875,25736.259765625,31597466,0,0,163983055.664149,156960068,135068.42762690902,1001.2244130726106,74.1656439453125,0.0,0.0,25643.686523437507,25502.495117187507,1.6556577673259962,1.0,0.0,0.0,0.0,0.0,25557.3349609375,27961.5409572936
13,2019-06-06 15:30:00-04:00,25736.330078125,25800.30078125,25712.51953125,25722.009765625,41783606,0,0,131234094.62472215,115176462,112261.3247145802,1001.2244130726106,75.52720455078125,0.0,0.0,25671.204687500012,25527.446875000012,1.353407423509506,1.0,0.0,0.0,0.0,0.0,25586.9404296875,27961.5409572936
14,2019-06-07 09:30:00-04:00,25768.720703125,25967.359375,25768.720703125,25950.9296875,0,0,0,131234094.62472215,115176462,-23135.31146026418,1010.1350781609284,92.50944503320312,0.0,0.0,25724.880729166678,25549.892838541677,2.2917977211219958,1.0,0.0,0.0,0.0,0.0,25670.4697265625,27961.5409572936
15,2019-06-07 10:30:00-04:00,25951.130859375,26072.75,25951.130859375,25987.94921875,44071251,0,0,113846655.87804243,159247713,62868.53971196841,1010.1350781609284,95.4405317798828,0.0,0.0,25782.948697916676,25591.658854166675,2.071674882547565,1.0,0.0,0.0,47.11591193169172,5.413662817405775,25723.1650390625,27961.5409572936
16,2019-06-07 11:30:00-04:00,25988.330078125,26016.830078125,25965.58984375,26010.55078125,25532304,0,0,133121185.35088405,184780017,85073.83031676346,1011.01358653842,91.02050203939453,0.0,0.0,25827.369010416678,25644.611197916678,2.0023197822709875,1.0,0.0,0.0,45.08561445250454,5.180379717902501,25723.1650390625,27961.5409572936
17,2019-06-07 12:30:00-04:00,26010.6796875,26046.33984375,25991.279296875,26003.650390625,22037064,0,0,120986768.53445327,162742953,16359.034171896194,1010.7453727380675,87.42450652295507,0.0,0.0,25870.89902343751,25692.247070312507,1.7430725769597724,1.0,0.0,0.0,45.489796013263685,4.934323799411003,25723.1650390625,27961.5409572936
18,2019-06-07 13:30:00-04:00,26004.16015625,26045.9609375,26004.16015625,26030.41015625,19404706,0,0,125953546.38082278,182147659,14122.685495702073,1011.785507829669,82.91311055815956,0.0,0.0,25904.484635416677,25743.526822916676,1.782351094845569,1.0,0.0,0.0,43.76937259978216,4.747707746181602,25723.1650390625,27961.5409572936
19,2019-06-07 14:30:00-04:00,26030.740234375,26039.869140625,25997.0703125,26029.30078125,24271429,0,0,138238236.70341668,157876230,18934.531929478802,1011.785507829669,78.90168231484361,0.0,0.0,25941.938932291676,25788.411197916674,1.5690297542262737,1.0,0.0,0.0,42.037460870756,5.21532671096185,25723.1650390625,27961.5409572936
20,2019-06-07 15:30:00-04:00,26029.4296875,26034.83984375,25963.580078125,25980.33984375,36499431,0,0,118907593.83064705,121376799,-69689.59113498448,1011.785507829669,78.13749064585924,0.0,0.0,25983.410221354174,25821.598502604174,0.9810249985112792,0.0,0.0,0.0,39.25249489908555,7.983373099002374,25723.1650390625,27961.5409572936
21,2019-06-10 09:30:00-04:00,26090.220703125,26171.029296875,26090.220703125,26156.2890625,56193859,0,0,154600894.32177675,177570658,311912.03426860436,1011.785507829669,89.39268689377332,0.0,0.0,26040.188736979173,25867.665299479173,1.6729539313800597,1.0,0.0,0.0,44.409274665902515,6.703536903218577,25772.3046875,27961.5409572936
22,2019-06-10 10:30:00-04:00,26156.330078125,26169.0,26132.91015625,26158.4296875,31895265,0,0,167812624.9371031,209465923,383177.516945235,1011.8683121352615,84.06240257939598,0.0,0.0,26077.75377604167,25920.334244791673,1.5124898468297931,1.0,0.0,0.0,43.00412968314286,6.4914316320299426,25772.3046875,27961.5409572936
23,2019-06-10 11:30:00-04:00,26158.109375,26210.609375,26137.759765625,26141.970703125,26389964,0,0,144473507.46832377,183075959,-13994.365112458618,1011.2316407089583,82.94112325895638,0.0,0.0,26118.110937500005,25963.677734375007,1.15449893638276,1.0,0.0,0.0,43.912357611672185,6.073672694019713,25792.0947265625,27961.5409572936
24,2019-06-10 12:30:00-04:00,26142.119140625,26142.4296875,26108.740234375,26122.619140625,21343283,0,0,140715634.52084854,161732676,-32404.0063288817,1010.483077698182,78.01595624556074,0.0,0.0,26124.508658854174,26003.065299479174,0.9844411564461103,0.0,0.0,0.0,42.548646346501826,8.56010423096936,25792.0947265625,27961.5409572936
25,2019-06-10 13:30:00-04:00,26122.349609375,26138.390625,26054.310546875,26093.009765625,23625208,0,0,138838196.33255148,138107468,-42577.95782872958,1010.483077698182,78.62236843350468,0.0,0.0,26129.884114583343,26015.948567708343,0.676357818347962,0.0,0.0,0.0,39.27079540808229,12.887731564726131,25792.0947265625,27961.5409572936
26,2019-06-10 14:30:00-04:00,26092.76953125,26134.51953125,26084.23046875,26088.630859375,23222062,0,0,119680085.37232156,114885406,-30675.724441045102,1010.3134993051873,75.78903784015421,0.0,0.0,26140.269335937508,26026.52402343751,0.5460166627744916,0.0,0.0,0.0,37.41424985174687,12.278457916991162,25792.0947265625,25457.2548828125
27,2019-06-10 15:30:00-04:00,26089.16015625,26123.330078125,26054.919921875,26062.98046875,33781318,0,0,93859453.68454677,81104088,-37110.96128856584,1010.3134993051873,75.05114968113878,0.0,0.0,26148.269661458347,26031.854427083344,0.2673708628751342,0.0,0.0,69.43659803781328,34.99086537125667,14.258325137238446,25792.0947265625,25442.8447265625
28,2019-06-11 09:30:00-04:00,26180.58984375,26248.669921875,26121.400390625,26182.310546875,0,0,0,93859453.68454677,81104088,-33213.85500059555,1014.939247651482,86.1149800255249,0.0,0.0,26172.544856770848,26039.03587239585,1.0731463140841673,1.0,0.0,68.335927816792,40.1661358665866,11.988460165441014,25811.125,25442.8447265625
29,2019-06-11 10:30:00-04:00,26183.509765625,26185.130859375,26085.060546875,26121.029296875,36314620,0,0,83650308.03539383,44789468,-84996.52094840095,1014.939247651482,87.51051327297242,0.0,0.0,26189.104687500017,26044.14140625002,0.5303956282031375,0.0,0.0,66.64889136999992,36.768977706794864,14.04588387144981,25811.125,25442.8447265625
30,2019-06-11 11:30:00-04:00,26120.66015625,26128.080078125,26023.689453125,26034.240234375,27420030,0,0,61772973.816713996,17369438,-176101.60989321442,1011.5670365185667,89.19852444567518,0.0,0.0,26199.326106770848,26047.73665364585,-0.08903270638308469,0.0,1.0,64.058578507074,33.578485132820404,17.92837684157992,25811.125,25454.724609375
31,2019-06-11 12:30:00-04:00,26034.310546875,26055.240234375,25998.869140625,26029.26953125,22024631,0,0,63503687.665650316,-4655193,-95310.23959077391,1011.3738985823603,85.91578137610766,0.0,0.0,26185.74368489585,26039.04173177085,-0.0666126136202306,0.0,1.0,61.26816585000446,31.96547536578313,19.18223079209391,25811.125,25454.724609375
32,2019-06-11 13:30:00-04:00,26029.849609375,26105.029296875,26018.380859375,26064.779296875,19425335,0,0,64882079.03207354,14770142,22295.366097660342,1012.7536395718178,85.9890469884969,0.0,0.0,26181.727864583347,26024.914192708347,0.2542195695693564,0.0,0.0,59.116434091202976,33.84349028999958,17.769256947403715,25811.125,25459.1201171875
33,2019-06-11 14:30:00-04:00,26065.009765625,26065.390625,26005.849609375,26038.939453125,25823112,0,0,67761290.37168318,-11052970,900.254734160746,1012.7536395718178,83.3442438521472,0.0,0.0,26167.725000000013,26013.573046875015,0.16455455630468568,0.0,0.0,56.91470787433286,32.094047717047026,17.938660338977414,25811.125,25490.9501953125
34,2019-06-11 15:30:00-04:00,26038.720703125,26069.890625,26032.759765625,26050.880859375,32062351,0,0,66993925.70359629,21009381,-10896.53111019163,1012.7536395718178,78.72290540443248,0.0,0.0,26160.727213541682,26005.886979166684,0.2905826149768545,0.0,0.0,54.91296008826783,31.42387275250222,17.336798386198176,25811.125,25511.48046875
35,2019-06-12 09:30:00-04:00,26040.30078125,26082.099609375,26002.359375,26006.359375,0,0,0,66993925.70359629,21009381,14703.730899268427,1011.0228230369253,78.82463830148923,0.0,0.0,26153.79680989585,25999.82454427085,0.04244160922503557,0.0,0.0,52.52759748569844,29.16111433510105,18.833655584593767,25811.125,25512.294921875
36,2019-06-12 10:30:00-04:00,26006.419921875,26060.41015625,25990.509765625,26010.01953125,27386753,0,0,54894902.21361333,48396134,3854.4339757343005,1011.0228230369253,77.93221353384031,0.0,0.0,26147.543229166684,25989.648697916684,0.1290154457665304,0.0,0.0,50.109099537217865,27.304989131357598,18.713895563127476,25811.125,25512.294921875
