Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,volume_adi,volume_obv,volume_cmf,volume_fi,volume_mfi,volume_em,volume_sma_em,volume_vpt,volume_nvi,volume_vwap,volatility_atr,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_adx,trend_adx_pos,trend_adx_neg,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_cci,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_stc,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_kama,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist
2019-04-15,118.16002973639799,118.78531785766104,117.79853201309619,118.26750183105469,15792600,0.0,0,446126132.1042089,553785000,0.20581932384742013,5065450.946688168,71.62588476823385,2.441911859290383,0.4935008432092653,114792.68074106719,1051.6471051902,116.36948757172725,1.3300475222254757,116.20649757385254,118.85095748734533,113.56203766035976,4.551311619751988,0.8896833993751081,0.0,0.0,117.13970735583044,118.18022782612377,116.09918688553705,1.77654613244442,1.041937668418149,1.0,0.0,112.86460944693876,118.78531785766104,115.8249636522999,5.094989122238629,0.9125415422133271,1.2635507020856922,1.9603178299740733,2.076721562591757,-0.11640373261768389,117.00553194681804,115.28122799213116,116.91190162713298,114.9515837971589,36.9860897549001,31.56620101977109,12.661434042450903,1.1567840244451264,0.7916891161056825,0.3650949083394439,0.2699496811724682,24.159073333040634,134.28864385542062,-0.977501296997076,61.89297820240719,70.03595748756098,-8.142979285153785,117.2220985236657,113.60715091191594,115.41462471779082,109.17871429323142,106.79120107075882,102.60433874933695,100.0,4.0,96.0,0.0,69.63439293188122,0.9754081180173118,0.875008491804716,0.7156263103759097,31.418522481582407,65.88854946806781,91.25415422133271,93.64952236705365,-8.745845778667293,3.791870542235145,116.53846883527898,3.5234781674900297,-14.288631418471484,-11.233378134792698,-3.055253283678786
2019-04-16,118.8439468703331,118.85371909454166,117.33934486520705,117.99394226074219,14071800,0.0,0,444219572.97011906,539713200,0.2206870331173364,3791890.0169436526,73.86074066725362,-2.1027733225967946,1.0815223570365498,-19490.647051092375,1049.2145846265444,116.659280714346,1.3484801929363888,116.3589111328125,119.04615947921573,113.67166278640926,4.61889565696606,0.8042203245037084,0.0,0.0,117.31329016455486,118.41145408768375,116.2151262414259,1.8721901356419761,0.8099045970514238,0.0,0.0,112.86460944693876,118.85371909454166,115.85916427074021,5.147100114031584,0.8564432971863202,1.0060486235101018,1.9014257335687574,2.0416623967871574,-0.1402366632184,117.23594411214192,115.57959277813251,117.07836941691902,115.17694368335026,36.8613739194824,29.20269054593091,13.983757028436758,1.21821198677659,0.7439370454330162,0.47427494134357373,0.2643434367754952,24.049198525288073,110.00946178118478,-0.07473144531249432,59.013371949295546,68.02425978079938,-9.010887831503837,117.256299142106,114.45715390852455,115.85672652531528,109.21291491167173,106.79120107075882,102.60433874933695,96.0,4.0,92.0,0.0,67.53788411064485,0.7158922875856562,0.876639407169553,0.8404562915574142,31.57672313487994,63.92816716924421,84.05792554745362,91.58750412421621,-15.942074452546374,3.8805789675251816,116.64353622609228,2.3995227531475747,-15.378324406619395,-12.062367389158037,-3.3159570174613577
2019-04-17,118.45313882698622,119.0491177799363,117.769232219022,118.97095489501953,19300900,0.0,0,461163052.7888768,559014100,0.28012415188115314,5944080.464940785,74.03024991473035,2.0732053246885793,1.234999454997631,127266.29319476704,1049.2145846265444,116.98011690426918,1.3416207297341793,116.56652641296387,119.3841425103975,113.74891031553024,4.8343485632428855,0.9266778011819445,0.0,0.0,117.46342371509165,118.56451855301255,116.36232887717074,1.874787577436219,1.1845600978270048,1.0,0.0,112.86460944693876,119.0491177799363,115.95686361343752,5.305561144618385,0.9873615038240429,0.6907848885803897,1.9115548626685523,2.0156408899634366,-0.10408602729488425,117.45984204610188,115.88584899902344,117.36953641354987,115.45798155088131,36.85438429784881,28.313575209427388,13.091582206247306,1.2098966523418722,0.6923067195597628,0.5175899327821094,0.25972662031448374,24.020726009586593,129.9146102091621,-0.11626243591308594,57.5358707602758,66.05656477932848,-8.520694019052684,117.45169816854406,115.1068696043936,116.27928388646882,109.51491003142121,107.25484104628423,102.96583083633628,100.0,4.0,96.0,0.0,70.9068498813161,1.0,0.8971001352009891,0.8829160113917528,32.65581477161085,64.67057418979923,98.36397114708373,91.22535030529008,-1.6360288529162637,3.869372690875906,116.83473511394548,2.310525141717405,-13.90428403105324,-12.430750717537078,-1.4735333135161621
2019-04-18,119.38130325361095,120.68072577543367,118.51176167976494,120.5341796875,27991000,0.0,0,485371628.2152817,587005100,0.2909654579333338,11345815.422280788,74.39961934262385,9.198347505926078,1.6054376357621811,527604.3201040422,1049.2145846265444,117.48548945499113,1.424355066327634,116.72040596008301,120.01194923380653,113.4288626863595,5.640047679150786,1.0793291186329597,1.0,0.0,117.79625943369481,118.93350255025584,116.65901631713375,1.9308645656973118,1.7037532757659213,1.0,0.0,112.86460944693876,120.68072577543367,116.77266761118622,6.696443748805956,0.9812507795720217,0.46932848330205806,2.022408381874314,2.016994388345612,0.005413993528701866,117.80016835530598,116.21916081355168,117.8564046095422,115.83399622766788,37.63657503559728,33.20615963540809,11.726213914817338,1.197725351484908,0.6556817061056137,0.5420436453792943,0.25813817432748465,24.19871393371165,175.42800795375075,0.4919353485107365,57.04495220241972,64.0873702218897,-7.042418019469977,118.26750216629273,116.19135442538844,117.22942829584059,111.05550400821775,108.11063400895179,103.45922880947992,100.0,4.0,96.0,23.77676654544558,75.32019108835058,1.0,0.9052974291952185,0.8930123238552538,35.03623357350145,70.76805249578082,97.23257599066058,93.2181575617327,-2.767424009339417,3.9758391853659703,117.67246841680897,3.507004253123933,-9.030394528737538,-11.750679479777173,2.720284951039634
2019-04-22,119.80141954508794,121.1496957335127,119.7525658797153,120.91521453857422,15648700,0.0,0,495767665.60090756,602653800,0.414880368912909,10576798.943955695,73.74960271297859,7.6325078742456745,1.8590067960408108,417258.09618911386,1052.5313809413703,117.8111669302654,1.4216325450746101,117.04819412231446,120.6271519623181,113.46923628231082,6.115357638518807,1.040243918639711,1.0,0.0,118.14928523735323,119.34221809149508,116.95635238321138,2.019365333857648,1.659297982119323,1.0,0.0,112.86460944693876,121.1496957335127,117.00715259022573,7.078354645878681,0.9716984003753273,0.3861382374592168,2.1166079832536866,2.036917107327227,0.07969087592645963,118.10874112447102,116.5637459388146,118.3269907524702,116.21038276921651,38.55406330941042,33.230482120718506,10.93508215572375,1.211084084395679,0.6870109544508575,0.5240731299448215,0.2587536072600012,24.214637381872716,181.9396687291853,-0.4318382263183622,56.916388240029846,62.38326888213164,-5.466880642101792,118.50198714533225,116.55284469928682,117.52741592230953,111.28998898725727,108.20833445141784,103.55692925194597,100.0,32.0,68.0,48.83927338788477,76.2653138020867,1.0,0.9999999999999997,0.9341325214654025,37.31007196535762,70.8071949128589,95.72957513575207,97.10870742449885,-4.270424864247925,4.162277590110975,118.39246479913098,3.159115489581115,-10.092367294281678,-11.419017042678075,1.326649748396397
2019-04-23,121.24740022722015,122.69338380145184,120.98360980462233,122.55660247802734,24025500,0.0,0,515949102.3597668,626679300,0.42912350746303396,14699422.80043789,74.45482382687933,9.873186009738221,2.421726967016453,375607.94630409527,1052.5313809413703,118.31135937684276,1.4572862168549117,117.42825202941894,121.602429236785,113.25407482205289,7.109323583085121,1.114294769225243,1.0,0.0,118.67882763978514,119.9079102771635,117.44974500240676,2.0712753265626946,2.0775077770659527,1.0,0.0,112.86460944693876,122.69338380145184,117.7789966241953,8.370025257678803,0.9860835829075988,0.3109197467715875,2.297227130692434,2.0889791120002688,0.20824801869216536,118.60376167297363,116.92185915433444,118.97770024870975,116.68047311801732,39.95004702630583,37.766005372645076,10.009481609838042,1.2425202860943427,0.6330124867161688,0.6095077993781739,0.2630890737917854,24.278059088815006,213.16839883689445,-0.29406623840331747,58.14992202549284,61.10195641692534,-2.9520343914324982,119.74280001491513,117.7789966241953,118.76089831955522,112.06183302122685,109.209771132496,104.5583659330241,100.0,28.000000000000004,72.0,74.41963669394238,79.84580832533423,1.0,0.9999999999999997,0.968432476398406,40.59958773513378,75.1236359940234,98.05556565851961,97.00590559497748,-1.9444343414803837,4.501044976122884,119.4956093620731,5.093836568970684,-7.452921476710542,-10.625797929484568,3.172876452774026
2019-04-24,122.89855939361655,122.95717783279804,121.65774776810427,122.13648986816406,31257000,0.0,0,507723802.5307112,595422300,0.39367851350647043,10723582.422304396,75.3751516297253,1.9496065404835305,2.259388752326333,218992.90739833855,1052.5313809413703,118.87624426728954,1.441500601638797,117.77509231567383,122.28981936902254,113.26036526232512,7.666692446732008,0.9830189622709586,0.0,0.0,119.26438567447128,120.52961809886403,117.99915325007848,2.121727148029242,1.635010508077681,1.0,0.0,112.86460944693876,122.95717783279804,117.91089363986839,8.569357227764307,0.9186839332410327,0.31933622513694027,2.379045375554881,2.146992364711191,0.23205301084369,119.02062034606934,117.20143596942609,119.46366788247195,117.08462250691707,41.328704714526914,36.67523405956956,9.384351640459235,1.2450700364020362,0.6702183623213437,0.5748516740806925,0.26843202306282227,24.329981153077714,183.303367464306,-0.601844024658206,59.356671382142935,60.051255958098864,-0.694584575955929,120.06032752384294,117.91089363986839,118.98561058185567,112.19373003689995,109.3856313784577,104.73422617898584,96.0,24.0,72.0,87.20981834697119,76.65825392656274,0.7991023657038905,0.9330341219012966,0.9776780406337654,42.34676481858744,70.9571796902658,88.75507834409102,94.18007304612097,-11.24492165590898,4.965644088043305,120.28601586439316,4.270575702018601,-2.6048527131894414,-9.021608886225543,6.416756173036102
2019-04-25,127.07039860011268,128.35028415339886,125.8686759312774,126.18131256103516,38033900,0.0,0,479273035.1191248,633456200,0.3140448750071293,31168839.478888035,84.00525771641396,31.331852558469556,4.801552224413737,1152431.4768191148,1052.5313809413703,120.09525239556567,1.918729969998397,118.3798641204834,123.88718739650139,112.87254084446542,9.304493322298123,1.2082795079892705,1.0,0.0,120.21762517053571,121.65188054757125,118.78336979350013,2.386098336248095,2.5790186622223823,1.0,0.0,113.46058888204198,128.35028415339886,120.90543651772042,12.577895220594787,0.8543306929500346,0.25577954014333526,2.7387002793592785,2.2653339476408085,0.47336633171847,119.77129236857097,117.63357602632962,120.49715167917398,117.7584513998147,43.707225400590225,48.87150156928634,7.100625648638581,1.2517175956914282,0.5803264365066961,0.671391159184732,0.28055820910032825,24.449510030091112,274.21127342317004,-1.8416790008544979,62.796435415116456,59.67293881330019,3.1234966018162638,122.84481450930295,120.60744680016882,121.72613065473588,115.23563966591743,109.96377898065293,105.13969554682252,100.0,20.0,80.0,93.6049091734856,83.49154998503172,1.0,0.9330341219012966,0.9553560812675311,46.879575326665105,70.15834213180307,82.64268068977887,89.81777489746325,-17.35731931022113,6.148520003239554,122.2986551173657,7.687816461012316,3.2918184242389104,-6.558923424132653,9.850741848371563
2019-04-26,126.71867714076649,127.51983555106472,126.0543149636818,126.90431213378906,23654900,0.0,0,483057665.1158696,657111100,0.31456432094877174,29159359.9238378,84.52378239520083,-1.9974333006555651,4.475471611026591,1395116.5092085537,1058.5622243625196,120.80192217890901,1.8734090317368484,119.01296958923339,125.32458697353542,112.70135220493137,10.60660431562412,1.12514424307331,1.0,0.0,121.14025279764773,122.63019793253011,119.65030766276531,2.4598679637414933,2.4343193253207653,1.0,0.0,114.27151958676035,128.35028415339886,121.3109018700796,11.829605307077523,0.8972941117975494,0.2450337241605273,3.0469461068974084,2.4216563794921284,0.62528972740528,120.63513628641765,118.09840921255258,121.48286867219169,118.43592256529428,45.915851751934724,46.02659316788048,6.6872839481710615,1.212044859577215,0.6273529914462406,0.5846918681309745,0.29727862645325714,24.333492943127553,210.27269212736255,-1.5856929779052678,68.00397250151633,60.07895140874406,7.925021092772269,122.84481450930295,120.60744680016882,121.72613065473588,115.4837242539338,110.23925457372229,106.13265788984504,100.0,16.0,84.0,96.8024545867428,84.37222808437082,1.0,0.9330341219012966,0.9330341219012969,50.70881047183684,70.68654868280565,88.42852615203638,86.6087617286355,-11.57147384796361,7.0115411898652695,123.89533512353404,8.895047579056692,2.8687366556904648,-4.67339140816803,7.542128063858494
2019-04-29,126.9140652337227,127.1876278589016,126.37671966086447,126.78706359863281,16324200,0.0,0,483254537.4767911,640786900,0.2946270441377258,24720310.143632736,83.80305871148758,-0.024348295766289968,4.766302073455694,120456.81034578517,1057.5842050336933,121.34046371156853,1.7671589483668775,119.59087295532227,126.49914636705941,112.68259954358513,11.553178333798082,1.0208385811051015,1.0,0.0,122.01956546921978,123.5310035345542,120.50812740388533,2.477370017705412,2.07713975807475,1.0,0.0,115.3853287766683,128.35028415339886,121.86780646503358,10.841091009992136,0.8794272321544809,0.23768611243271265,3.2443730560740818,2.586199714808519,0.6581733412655626,121.4151185353597,118.4572736299955,122.29889866087493,119.05452560480084,47.96671907818319,44.483555431021195,6.463093305785604,1.2624147524780707,0.6241439812043311,0.6382707712737395,0.31545983242180053,24.122586046023212,168.27949936010978,-2.0268165588378935,72.20963627293854,61.2252467499142,10.98438952302434,122.84481450930295,120.60744680016882,121.72613065473588,115.57128013074627,111.82671275706615,108.1410419866715,96.0,12.0,84.0,98.40122729337139,83.59340825900017,0.9618094153574979,0.9872698051191658,0.9511126829739199,53.361656637900055,68.44251317093885,87.49023803866147,86.18714829349231,-12.509761961338523,7.7662546502958065,124.83910856329332,7.970709410458861,0.010142030808310868,-3.736684720372762,3.7468267511810724
