Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,volume_adi,volume_obv,volume_vpt,volume_nvi,volatility_atr,volatility_bbhi,volatility_bbli,volatility_kch,volatility_kcl,volatility_kcp,volatility_kchi,volatility_kcli,trend_adx,trend_adx_pos,trend_adx_neg,trend_ichimoku_b,trend_visual_ichimoku_b,trend_psar_up_indicator,trend_psar_down_indicator,others_dr,others_cr
2016-07-10,650.5989990234375,652.2940063476562,641.2639770507812,649.3599853515625,102532000,0,0,1224199617.391898,207582868,-4467447.853887963,1179.30189893317,34.37689397820837,0.0,0.0,697.2179789225261,635.6711527506512,0.22241329817209451,0.0,0.0,16.973280430499095,19.484274080447523,26.098770757394924,668.0644836425781,641.7590026855469,0.0,0.0,-0.24579644941098433,12.93669084710951
2016-07-11,648.4840087890625,659.6290283203125,644.97998046875,647.6589965820312,107910000,0,0,1155758753.094577,99672868,-534688.6465633701,1179.30189893317,32.40410936554379,0.0,0.0,694.3676839192708,633.2030476888023,0.23634488462841388,0.0,0.0,16.52406547450708,20.417577733265688,25.30242695688455,668.0644836425781,641.7590026855469,0.0,0.0,-0.26194850435854455,12.640854874563479
2016-07-12,648.2830200195312,675.2589721679688,646.7789916992188,664.551025390625,138172992,0,0,1190030757.801008,237845860,3321113.8744800277,1179.30189893317,32.01169647586441,0.0,0.0,691.2449096679687,629.8448852539065,0.5652463572762016,0.0,0.0,15.543849079058626,22.487016676325283,23.78305809943977,668.0644836425781,670.6179809570312,0.0,0.0,2.6081670906665577,15.578716582047324
2016-07-13,664.7969970703125,668.7000122070312,654.468017578125,654.468017578125,131449000,0,0,1058581757.801008,106396860,1609351.313186227,1161.4087503171554,30.233726291168598,0.0,0.0,685.9053731282553,632.850758870443,0.4074529427852522,0.0,0.0,14.63364814042792,21.783083923463455,23.03855411296667,668.0644836425781,671.4349975585938,0.0,0.0,-1.5172661582416813,13.825079829217856
2016-07-14,652.9229736328125,662.9019775390625,652.9229736328125,658.0780029296875,98511400,0,0,1061849885.6671331,204908260,-1451051.3763586706,1167.8149740946542,28.20825405267674,0.0,0.0,682.123573811849,633.7039571126304,0.5033919613298059,0.0,0.0,13.844692219207717,21.28007171843792,22.864081007678315,668.0644836425781,672.7519836425781,0.0,0.0,0.5515907965864209,14.452928493762961
2016-07-15,659.1710205078125,667.0770263671875,659.0399780273438,663.2550048828125,81673104,0,0,1065843636.5055811,286581364,1185890.0002575093,1177.0020011261938,26.28733099115907,0.0,0.0,680.0910400390626,633.7490234375002,0.6367004202470877,0.0,0.0,12.941713540882995,21.83093375384512,22.36257759539488,668.0644836425781,672.7519836425781,0.0,0.0,0.7866851543552045,15.353312690948172
2016-07-16,663.781005859375,666.4600219726562,659.333984375,660.7670288085938,50330200,0,0,1035756218.5462996,236251164,453713.5185993357,1172.586877536396,24.37120165180879,0.0,0.0,678.2194458007814,632.7482177734378,0.6161876916609154,0.0,0.0,12.103233339581468,21.43008417743167,21.951966219001143,668.0644836425781,672.7519836425781,0.0,0.0,-0.37511606484723625,14.920603883710948
2016-07-17,661.9929809570312,682.364990234375,661.9929809570312,679.458984375,74407904,0,0,1088935995.063726,310659068,1916074.1506982858,1172.586877536396,24.093877629206037,0.0,0.0,676.1631429036458,640.7371175130211,1.0930344692923517,1.0,0.0,11.820297216816707,24.38226052942204,20.710731565021465,668.0644836425781,672.7519836425781,0.0,0.0,2.828826916516869,18.1715088589971
2016-07-18,679.8090209960938,681.5549926757812,668.625,673.1060180664062,69465000,0,0,1067618573.765135,241194068,1455370.5304421578,1161.6231474243566,22.97748913386356,0.0,0.0,676.2184448242188,644.2544189453126,0.9026271981632179,0.0,0.0,11.557570817106571,23.524680991030973,19.982288047906216,668.0644836425781,672.7519836425781,0.0,0.0,-0.935003650652666,17.066600937134147
2016-07-19,672.7379760742188,673.2769775390625,667.6320190429688,672.864013671875,61203300,0,0,1119867068.7049644,179990768,-671504.9436800283,1161.205504588131,21.24423607008658,0.0,0.0,675.5854431152344,649.0894226074221,0.8972891252647925,0.0,0.0,11.262307706356816,23.14198994493149,19.94338060677185,668.0644836425781,668.0644836425781,0.0,0.0,-0.03595338446481522,17.024511532019314
2016-07-20,672.8060302734375,672.9290161132812,663.3599853515625,665.6849975585938,94636400,0,0,1071218771.5146519,85354368,-1031712.7513634549,1161.205504588131,20.076715539249797,0.0,0.0,677.4078776041666,651.2040568033856,0.5526270716511898,0.0,0.0,10.759067246074547,22.47455709064804,20.655776266689625,668.0644836425781,668.0644836425781,0.0,0.0,-1.0669341750207062,15.775937025333153
2016-07-21,665.22802734375,666.218994140625,660.4149780273438,665.0120239257812,60491800,0,0,1106551509.438579,24862568,-1070862.222890669,1160.031584956878,18.649445596652942,0.0,0.0,677.8359741210937,653.401159667969,0.4751770994654504,0.0,0.0,10.1303674016085,22.058993100742715,21.21206197058419,668.0644836425781,668.0644836425781,0.0,0.0,-0.10109490754345307,15.658893448839816
2016-07-22,664.9219970703125,666.5830078125,646.7219848632812,650.6190185546875,134169000,0,0,1025034491.6329658,-109306432,-2965004.0871128063,1160.031584956878,18.770603331909523,0.0,0.0,676.2185791015625,653.5075561523439,-0.127186591467726,0.0,1.0,9.980197693007645,20.651773711446644,24.257050275417654,668.0644836425781,668.0644836425781,0.0,1.0,-2.1643225766245777,13.15566190605242
2016-07-23,650.7260131835938,656.3660278320312,648.5239868164062,655.5560302734375,69532200,0,0,1080202851.3695867,-39774232,-2376227.3761967206,1168.834108962055,17.67774710028107,0.0,0.0,675.0065836588541,653.5735514322918,0.09249642421984582,0.0,0.0,9.840754392163992,20.10636524822569,23.61642731015361,668.0644836425781,668.0644836425781,0.0,0.0,0.7588176149103898,14.014307000863969
2016-07-24,655.4099731445312,663.1099853515625,652.7930297851562,661.2849731445312,118184000,0,0,1156574663.4062896,78409768,1560439.5385543741,1168.834108962055,16.94166794689359,0.0,0.0,675.1498799641927,653.6492574055991,0.35513928576362275,0.0,0.0,9.302485523501229,21.738836860067188,22.7646375987474,668.0644836425781,668.0644836425781,0.0,0.0,0.8739059068229693,15.010684764367799
2016-07-25,661.2630004882812,661.8280029296875,653.39501953125,654.0969848632812,78176496,0,0,1091413060.802581,233272,183059.65116220491,1156.1291992496908,16.090799492047978,0.0,0.0,674.5210734049479,652.9412638346355,0.05355566391260925,0.0,0.0,8.80266443117152,21.069885209063607,22.064119810964844,668.0644836425781,668.0644836425781,0.0,0.0,-1.0869728745036777,13.760549818198186
2016-07-26,654.2260131835938,656.2249755859375,645.8790283203125,651.7839965820312,225135008,0,0,1123270485.2420647,-224901736,-1645869.5754264065,1156.1291992496908,15.51631426940568,0.0,0.0,673.7539632161458,651.5301717122397,0.011421312594068485,0.0,0.0,8.785751812123685,20.246720373165168,24.040296535836177,668.0644836425781,668.0644836425781,0.0,0.0,-0.35361549353930544,13.35827488850554
2016-07-27,651.6270141601562,657.4559936523438,648.447021484375,654.3519897460938,147460992,0,0,1169117333.7740865,-77440744,-215124.05669091863,1160.6842848240767,14.865580059261987,0.0,0.0,670.4989278157552,650.5477437337241,0.19067770598116468,0.0,0.0,8.683368865215034,20.0140882456419,23.19067087468958,668.0644836425781,668.0644836425781,0.0,0.0,0.3939945100722264,13.80490026827883
2016-07-28,654.4920043945312,657.594970703125,654.4920043945312,655.0349731445312,86428400,0,0,1112936068.7059302,8987656,671198.3189737691,1161.895755270846,13.703320149038912,0.0,0.0,667.6440897623698,649.6583109537762,0.29893963714187693,0.0,0.0,8.577892535148449,19.801508240173252,22.877237514750178,668.0644836425781,668.0644836425781,0.0,0.0,0.1043755362771126,13.92368474324348
2016-07-29,655.1110229492188,657.7960205078125,654.7860107421875,656.9920043945312,60703500,0,0,1141210044.596108,69691156,271572.4016821409,1165.3671215268973,12.633989110697522,0.0,0.0,665.907295735677,648.4485066731772,0.4893522506497781,0.0,0.0,8.463793968520845,19.626597393351037,22.57229649960629,668.0644836425781,668.0644836425781,0.0,0.0,0.2987674445236399,14.264051624858043
2016-07-30,657.0120239257812,658.2230224609375,654.208984375,655.0469970703125,38456100,0,0,1118810942.2240617,31235056,67514.03625466338,1161.9170832134746,11.77199400822152,0.0,0.0,664.201963297526,647.8541727701825,0.43998754988322136,0.0,0.0,8.400892670709586,19.257942157693726,22.418326907434704,668.0644836425781,668.0644836425781,0.0,0.0,-0.29604733561579,13.925775944455987
2016-07-31,655.0999755859375,655.2849731445312,624.364990234375,624.6810302734375,110818000,0,0,1010258333.1947227,-79582944,-5251030.360176317,1161.9170832134746,13.686792898414996,0.0,1.0,663.8030598958333,642.4320760091148,-0.8306143427822761,0.0,1.0,10.092952202570554,16.661741661187097,32.408128649849644,668.0644836425781,668.0644836425781,0.0,0.0,-4.635692848404204,8.644526896509852
2016-08-01,624.6019897460938,626.1190185546875,605.8839721679688,606.27197265625,121887000,0,0,893045621.0230103,-201469944,-8729134.948750794,1161.9170832134746,14.341618247245373,0.0,1.0,659.6521606445311,638.2063720703126,-1.4890755498938877,0.0,1.0,12.393060752323132,15.216037098655185,37.52080666456693,668.0644836425781,668.0644836425781,0.0,0.0,-2.946953200920699,5.442823533508001
2016-08-02,606.39697265625,612.8480224609375,531.333984375,547.4650268554688,330932992,0,0,693091151.9251058,-532402936,-35691669.480080605,1161.9170832134746,21.058860231114586,0.0,1.0,658.0593933105467,621.8792053222658,-2.056765943032145,0.0,1.0,16.156840403422482,11.054796725750501,52.271027211730335,654.6619873046875,668.0644836425781,0.0,0.0,-9.699763217344737,-4.78488067892493
2016-08-03,548.656005859375,573.3599853515625,541.5469970703125,566.35498046875,207982000,0,0,809480692.0997716,-324420936,-24923422.001961585,1202.0083378648444,22.13427303612813,0.0,1.0,650.3447957356769,609.8654012044271,-1.0748782495273594,0.0,1.0,19.651778650871876,9.915133459893543,46.8822922526283,654.6619873046875,668.0644836425781,0.0,0.0,3.450440244883124,-1.499539882657075
2016-08-04,566.3289794921875,579.4959716796875,565.7769775390625,578.2890014648438,125292000,0,0,912726802.9320817,-199128936,9816400.941891022,1227.3366094193493,21.292745146577815,0.0,0.0,642.6814615885415,601.1448649088542,-0.5502584532927712,0.0,1.0,22.468656884404048,11.505639709586116,44.74025635103148,654.6619873046875,668.0644836425781,0.0,0.0,2.1071627173149254,0.5760250893192431
2016-08-05,578.281005859375,578.281005859375,569.9819946289062,575.0430297851562,66127900,0,0,927253240.518773,-265256836,2268926.3479651688,1220.4474936562492,19.994171315513785,0.0,0.0,634.7907023111977,593.6634928385417,-0.4527528926018085,0.0,1.0,25.084329529826782,11.172761463080983,43.44584261496488,654.6619873046875,668.0644836425781,0.0,0.0,-0.5613061413004994,0.011485683816947478
2016-08-06,575.030029296875,588.39599609375,569.468994140625,587.7780151367188,80797296,0,0,1002774350.6303499,-184459540,1418168.533099065,1220.4474936562492,19.887454379274907,0.0,0.0,628.6287719726561,585.5179565429687,0.05242439910319356,0.0,0.0,26.775120837515278,13.974559462868305,40.56606179349648,654.6619873046875,668.0644836425781,0.0,0.0,2.2146143317866906,2.2263543792035767
2016-08-07,587.77099609375,597.5130004882812,586.8159790039062,592.6900024414062,82398400,0,0,1010870324.8857418,-102061140,2477941.612516176,1220.4474936562492,18.968411089784915,0.0,0.0,623.0514119466144,578.4217854817708,0.31970280931826833,0.0,0.0,27.714997787245846,16.737771788980613,38.99293801960367,654.6619873046875,668.0644836425781,0.0,0.0,0.8356874837424755,3.080647227836786
2016-08-08,592.7360229492188,592.9940185546875,588.0469970703125,591.0540161132812,61194100,0,0,1024069200.3755509,-163255240,519680.68153307657,1217.0787251506367,17.566272129243924,0.0,0.0,616.6624796549478,571.6454508463542,0.4311382998964617,0.0,0.0,28.58774066913852,16.420628565738117,38.254109327042976,654.6619873046875,668.0644836425781,0.0,0.0,-0.2760273197432106,2.796116480119837
2016-08-09,591.0380249023438,591.0910034179688,584.7930297851562,587.801025390625,92228096,0,0,1019939824.2632875,-255483336,-676509.2568269392,1217.0787251506367,16.43944227960078,0.0,0.0,610.0977416992185,564.62392578125,0.5096801124230435,0.0,0.0,29.500945848329795,16.004860236225475,38.59371938243665,648.9774780273438,668.0644836425781,0.0,0.0,-0.5503711393499366,2.230356322640703
2016-08-10,587.6480102539062,599.9840087890625,586.3709716796875,592.10302734375,102905000,0,0,1003695454.5651222,-152578336,245544.95798886544,1217.0787251506367,16.1568017625782,0.0,0.0,604.171280924479,562.1588541666667,0.7127456204732356,0.0,0.0,29.68371767269153,18.750051877137903,36.44565982713425,647.708984375,668.0644836425781,1.0,0.0,0.7318806479226669,2.9785605168685114
2016-08-11,592.1240234375,597.5419921875,589.1199951171875,589.1199951171875,74514400,0,0,929181054.5651222,-227092736,377736.072146878,1210.9470472301991,15.383321293351631,0.0,0.0,600.906876627604,561.257059733073,0.7027254491043492,0.0,0.0,29.85343436674171,18.0796065035344,35.14247281841868,633.6084899902344,668.0644836425781,0.0,0.0,-0.5038029006446343,2.4597515419424454
2016-08-12,588.7979736328125,589.9099731445312,583.8109741210938,587.5590209960938,69218000,0,0,945036788.0078698,-296310736,-558810.6305313354,1207.7384360501198,14.454889066360218,0.0,0.0,595.6864705403644,571.1196614583334,0.6691695076421064,0.0,0.0,30.22270988790961,17.58911325801243,36.55063530176978,618.1510009765625,668.0644836425781,0.0,0.0,-0.2649670922785896,2.188266917525894
2016-08-13,587.3569946289062,589.7739868164062,584.97900390625,585.5880126953125,43563000,0,0,912539625.1026115,-339873736,-329540.0871485706,1203.686992029072,13.488898450739821,0.0,0.0,595.6206380208332,576.4574300130209,0.4764642057096751,0.0,0.0,30.565608586136943,17.194166664352476,35.72992599728194,618.1510009765625,668.0644836425781,0.0,0.0,-0.3354570741573859,1.8454691471922136
2016-08-14,585.5889892578125,585.666015625,564.781005859375,570.4730224609375,60851100,0,0,884857336.1599498,-400724836,-1716802.191026617,1203.686992029072,14.228509582228337,0.0,0.0,596.2491760253905,575.6527648925783,-0.2514876207432511,0.0,1.0,31.633100654453447,15.555772772604492,41.54062954729889,618.1510009765625,668.0644836425781,0.0,0.0,-2.581164557109794,-0.7833300054572945
2016-08-15,570.4940185546875,573.5800170898438,563.239990234375,567.239990234375,57262300,0,0,871898441.4028207,-457987136,-1895188.7016454008,1196.8653568549203,13.839661309552378,0.0,0.0,595.8117431640624,574.8071289062501,-0.3602607778936319,0.0,1.0,32.67528210530511,14.803668251154503,40.25274879596704,618.1510009765625,668.0644836425781,0.0,0.0,-0.5667283288201208,-1.345618981228336
2016-08-16,567.2429809570312,581.7379760742188,566.7160034179688,577.4390258789062,58405200,0,0,896875136.146848,-399581936,725610.0618452715,1196.8653568549203,13.957892444222143,0.0,0.0,594.7629069010416,574.5392985026043,0.14338328349583804,0.0,0.0,32.917818238999615,17.581717090106107,37.42198633044737,618.1510009765625,668.0644836425781,0.0,0.0,1.7980106868553447,0.4281973325401589
