Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,volume_adi,volume_obv,volume_nvi,volatility_atr,volatility_bbhi,volatility_bbli,volatility_kch,volatility_kcl,volatility_kcp,volatility_kchi,volatility_kcli,trend_adx,trend_adx_pos,trend_adx_neg,trend_ichimoku_b,trend_visual_ichimoku_b,trend_psar_up_indicator,trend_psar_down_indicator,others_dr,others_cr
2019-06-05 08:00:00+01:00,7216.740234375,7251.31982421875,7214.4501953125,7243.77001953125,0,0,0,0.0,0,1000.0,0.0,0.0,0.0,7273.382975260417,7199.643717447917,0.5984099025723162,0.0,0.0,0.0,0.0,0.0,7232.885009765625,6685.024062320755,0.0,0.0,8.24927657753365,0.0
2019-06-05 09:00:00+01:00,7243.97021484375,7244.7998046875,7228.919921875,7233.66015625,0,0,0,0.0,0,1000.0,0.0,0.0,0.0,7262.528076171875,7209.778564453125,0.45273578880136256,0.0,0.0,0.0,0.0,0.0,7232.885009765625,6685.024062320755,0.0,0.0,-0.13956632049321183,-0.13956632049321183
2019-06-05 10:00:00+01:00,7233.669921875,7254.580078125,7230.14990234375,7249.89990234375,0,0,0,0.0,0,1000.0,0.0,0.0,0.0,7264.787651909723,7213.334526909723,0.7106541232243401,0.0,0.0,0.0,0.0,0.0,7234.51513671875,6685.024062320755,0.0,1.0,0.22450247513658983,0.08462282479941852
2019-06-05 11:00:00+01:00,7249.919921875,7259.22998046875,7247.22021484375,7258.2998046875,0,0,0,0.0,0,1000.0,0.0,0.0,0.0,7265.322347005209,7220.727620442709,0.8425252746450465,0.0,0.0,0.0,0.0,0.0,7236.840087890625,6685.024062320755,1.0,0.0,0.11586232164439991,0.20058319241325062
2019-06-05 12:00:00+01:00,7258.330078125,7258.39013671875,7243.6298828125,7251.9501953125,0,0,0,0.0,0,1000.0,0.0,0.0,0.0,7265.474609375,7223.8947265625,0.6747365998243202,0.0,0.0,0.0,0.0,0.0,7236.840087890625,6685.024062320755,0.0,0.0,-0.08748067103675483,0.11292704985379487
2019-06-05 13:00:00+01:00,7251.97998046875,7256.330078125,7222.91015625,7227.43994140625,0,0,0,0.0,0,1000.0,0.0,0.0,0.0,7266.058837890625,7220.268961588542,0.15660622820642595,0.0,0.0,0.0,0.0,0.0,7236.840087890625,6685.024062320755,0.0,1.0,-0.33798155318404133,-0.22543617592730714
2019-06-05 14:00:00+01:00,7227.7001953125,7242.25,7215.169921875,7224.89013671875,0,0,0,0.0,0,1000.0,0.0,0.0,0.0,7264.4099702380945,7217.424339657738,0.15889532541750287,0.0,0.0,0.0,0.0,0.0,7236.840087890625,6685.024062320755,0.0,0.0,-0.0352795001850148,-0.26063614335621876
2019-06-05 15:00:00+01:00,7224.83984375,7234.259765625,7201.3701171875,7205.77001953125,0,0,0,0.0,0,1000.0,0.0,0.0,0.0,7262.19492594401,7212.860087076822,-0.143713199604426,0.0,1.0,0.0,0.0,0.0,7230.300048828125,6685.024062320755,0.0,0.0,-0.26464232432167334,-0.524588714130092
2019-06-05 16:00:00+01:00,7205.81005859375,7219.0400390625,7202.2001953125,7218.81982421875,0,0,0,0.0,0,1000.0,0.0,0.0,0.0,7258.639178240741,7211.043800636574,0.16337770543279195,0.0,0.0,0.0,0.0,0.0,7230.300048828125,6685.024062320755,0.0,0.0,0.18110215358149162,-0.3444366020073364
2019-06-06 08:00:00+01:00,7220.22021484375,7262.58984375,7218.669921875,7257.60009765625,0,0,0,0.0,0,1000.0,25.809912109375,0.0,0.0,7261.795914713541,7210.1760904947905,0.9187169441044585,0.0,0.0,0.0,0.0,0.0,7231.97998046875,6685.024062320755,1.0,0.0,0.5372107128563286,0.19092376052400883
2019-06-06 09:00:00+01:00,7257.669921875,7270.6201171875,7254.68017578125,7269.3701171875,0,0,0,0.0,0,1000.0,24.8229150390625,0.0,0.0,7262.540624999999,7215.106738281249,1.1439791815500056,1.0,0.0,0.0,0.0,0.0,7235.9951171875,6685.024062320755,0.0,0.0,0.16217509056541957,0.35340848187097595
2019-06-06 10:00:00+01:00,7269.3798828125,7270.58984375,7261.06982421875,7264.02001953125,0,0,0,0.0,0,1000.0,23.292625488281253,0.0,0.0,7264.8479654947905,7218.686051432291,0.9820643060333344,0.0,0.0,0.0,0.0,0.0,7235.9951171875,6685.024062320755,0.0,0.0,-0.07359781617942707,0.27955056476669515
2019-06-06 11:00:00+01:00,7264.06005859375,7272.0400390625,7261.10009765625,7270.669921875,0,0,0,0.0,0,1000.0,22.057357080078127,0.0,0.0,7265.804947916666,7222.341080729166,1.1119314564750338,1.0,0.0,0.0,0.0,0.0,7236.705078125,6685.024062320755,0.0,0.0,0.09154576014203109,0.3713522415982329
2019-06-06 12:00:00+01:00,7270.7099609375,7275.64990234375,7249.43017578125,7252.740234375,0,0,0,0.0,0,1000.0,22.473594028320313,0.0,0.0,7267.661621093748,7221.355761718749,0.6777646086230655,0.0,0.0,0.0,0.0,0.0,7238.510009765625,6685.024062320755,0.0,0.0,-0.24660296358738343,0.12383351237772455
2019-06-06 13:00:00+01:00,7252.7099609375,7266.18017578125,7236.759765625,7249.18017578125,0,0,0,0.0,0,1000.0,23.168275641113283,0.0,0.0,7269.065966796874,7219.828076171873,0.5961282913787762,0.0,0.0,0.0,0.0,0.0,7238.510009765625,6685.024062320755,0.0,0.0,-0.049085703867857156,0.0746870239586972
2019-06-06 14:00:00+01:00,7249.2001953125,7270.7900390625,7244.18994140625,7259.83984375,0,0,0,0.0,0,1000.0,23.511457842626953,0.0,0.0,7270.655305989581,7222.781380208331,0.7740844924855269,0.0,0.0,0.0,21.182092032596135,20.528572147316662,7238.510009765625,6685.024062320755,0.0,0.0,0.14704653092170172,0.22184337955817313
2019-06-06 15:00:00+01:00,7259.5,7271.0400390625,7231.35009765625,7255.6201171875,0,0,0,0.0,0,1000.0,25.12930619898926,0.0,0.0,7274.439632161457,7224.043733723956,0.6265665350267301,0.0,0.0,0.0,18.66877900964436,21.93126097754055,7238.510009765625,6685.024062320755,0.0,0.0,-0.058124237632217746,0.16359019715284084
2019-06-06 16:00:00+01:00,7255.5498046875,7262.81005859375,7250.1298828125,7259.64013671875,0,0,0,0.0,0,1000.0,23.884393157215335,0.0,0.0,7276.791357421872,7230.437353515622,0.6299948384650894,0.0,0.0,0.0,17.936551276076656,21.071072021874496,7238.510009765625,6685.024062320755,0.0,0.0,0.05540559547387858,0.21908643074959322
2019-06-07 08:00:00+01:00,7259.85009765625,7308.60009765625,7258.16015625,7308.33984375,0,0,0,0.0,0,1000.0,26.539947982118804,0.0,0.0,7287.986035156247,7234.912011718747,1.3834985040793246,1.0,0.0,0.0,28.41535719250751,18.03997299571284,7254.985107421875,6685.024062320755,0.0,0.0,0.6708281142605133,0.8913842383821091
2019-06-07 09:00:00+01:00,7308.25,7315.52001953125,7307.64990234375,7311.0,0,0,0,0.0,0,1000.0,24.672964902656922,1.0,0.0,7290.891389973955,7245.027327473955,1.4384393560000384,1.0,0.0,0.0,29.81988610214036,17.614209943138164,7258.445068359375,6685.024062320755,0.0,0.0,0.036398912843038644,0.928107605397166
2019-06-07 10:00:00+01:00,7310.919921875,7315.72998046875,7302.2001953125,7309.27001953125,0,0,0,0.0,0,1000.0,23.55864692801623,0.0,0.0,7295.068033854162,7249.686002604163,1.3129429266586168,1.0,0.0,0.0,28.57147083662831,18.56308962046272,7258.550048828125,6685.024062320755,0.0,0.0,-0.023662706452609594,0.9042252835663511
2019-06-07 11:00:00+01:00,7309.43017578125,7324.3701171875,7308.240234375,7324.3701171875,0,0,0,0.0,0,1000.0,22.815770516464607,1.0,0.0,7301.10571289062,7254.401708984371,1.4981244079967744,1.0,0.0,0.0,29.846399470255058,17.616218700775065,7262.8701171875,6685.024062320755,0.0,0.0,0.20658831341433537,1.112681620743472
2019-06-07 12:00:00+01:00,7324.3701171875,7328.97021484375,7315.56982421875,7316.0498046875,0,0,0,0.0,0,1000.0,21.874232527318146,0.0,0.0,7306.577750651037,7259.381656901036,1.200695720426294,1.0,0.0,0.0,30.04200100358573,16.847365469402767,7265.170166015625,6685.024062320755,0.0,0.0,-0.11359765231518937,0.997819988229387
2019-06-07 13:00:00+01:00,7316.10009765625,7324.68994140625,7298.5,7312.35986328125,0,0,0,0.0,0,1000.0,22.305803415211333,0.0,0.0,7311.832421874994,7264.642285156244,1.0111769416859187,1.0,0.0,0.0,27.514485124084747,20.91347204007957,7265.170166015625,6685.024062320755,0.0,0.0,-0.050436253234442674,0.9468804719788615
2019-06-07 14:00:00+01:00,7312.35009765625,7343.39990234375,7310.9501953125,7339.56005859375,0,0,0,0.0,0,1000.0,23.3201937768152,0.0,0.0,7320.195019531244,7272.399023437494,1.405160277955554,1.0,0.0,0.0,30.55689894090432,18.80267877469618,7272.385009765625,6685.024062320755,0.0,0.0,0.371975611445019,1.3223782478491541
2019-06-07 15:00:00+01:00,7339.5,7347.39013671875,7323.9599609375,7341.1201171875,0,0,0,0.0,0,1000.0,23.331191977258676,0.0,0.0,7327.799707031244,7280.6376953124945,1.282439397108254,1.0,0.0,0.0,29.57256129883687,17.434395835329227,7274.380126953125,6685.024062320755,0.0,0.0,0.02125547827520613,1.3439148039455562
2019-06-07 16:00:00+01:00,7341.1298828125,7341.2998046875,7324.2001953125,7327.1201171875,0,0,0,0.0,0,1000.0,22.70803371703281,0.0,0.0,7333.36100260416,7290.71705729166,0.8536513127262074,0.0,0.0,0.0,27.97268757360929,16.491196106016044,7274.380126953125,7232.885009765625,0.0,0.0,-0.19070659213465957,1.1506452776870901
2019-06-10 08:00:00+01:00,7331.93994140625,7380.14013671875,7331.93994140625,7377.06982421875,0,0,0,0.0,0,1000.0,25.739232298454528,1.0,0.0,7347.4653320312445,7297.717382812494,1.5950897002272268,1.0,0.0,19.62519738482927,34.90139697604272,13.96790963399734,7290.755126953125,7232.885009765625,0.0,0.0,0.681709951964371,1.8401992930212607
2019-06-10 09:00:00+01:00,7376.97021484375,7378.18994140625,7358.990234375,7369.419921875,0,0,0,0.0,0,1000.0,25.085279771734076,0.0,0.0,7352.057975260412,7308.558072916661,1.3991261055574002,1.0,0.0,21.28308717965037,32.936109430423585,13.181380691878733,7290.755126953125,7234.51513671875,0.0,0.0,-0.10369838602632964,1.7345926500283992
2019-06-10 10:00:00+01:00,7369.41015625,7373.669921875,7361.06005859375,7365.97998046875,0,0,0,0.0,0,1000.0,23.837738122685668,0.0,0.0,7358.083284505204,7313.635432942703,1.1776620395800765,1.0,0.0,22.822556274841386,31.67458774066651,12.676506317481916,7290.755126953125,7236.840087890625,0.0,0.0,-0.046678591296434035,1.6871043753182047
2019-06-10 11:00:00+01:00,7365.89990234375,7370.7900390625,7362.75,7366.47998046875,0,0,0,0.0,0,1000.0,22.257968216667102,0.0,0.0,7363.29497070312,7319.94506835937,1.0734721324254366,1.0,0.0,24.252063291804472,30.86289520283305,12.351658345727945,7290.755126953125,7236.840087890625,0.0,0.0,0.006787963058907387,1.6940068583988666
2019-06-10 12:00:00+01:00,7366.47998046875,7376.740234375,7365.43994140625,7376.60986328125,0,0,0,0.0,0,1000.0,21.16220069187539,0.0,0.0,7368.205664062496,7325.821679687496,1.1982871441343572,1.0,0.0,25.763730834955016,31.676612748048573,11.890452102310716,7290.755126953125,7236.840087890625,0.0,0.0,0.13751320629877828,1.8338495478435357
2019-06-10 13:00:00+01:00,7376.56005859375,7376.85009765625,7365.02001953125,7367.56005859375,0,0,0,0.0,0,1000.0,20.22898843518785,0.0,0.0,7373.009977213538,7330.940055338538,0.8704556990625959,0.0,0.0,27.131918682827585,30.396986807609782,11.55351092048818,7290.755126953125,7236.840087890625,0.0,0.0,-0.12268243617636898,1.708917300366064
2019-06-10 14:00:00+01:00,7367.56982421875,7373.60009765625,7363.759765625,7370.509765625,0,0,0,0.0,0,1000.0,19.190122794794068,0.0,0.0,7377.119010416663,7338.319010416662,0.8296586393901398,0.0,0.0,28.28927269775272,29.335429192749125,11.597287586608212,7290.755126953125,7230.300048828125,0.0,0.0,0.04003641650411893,1.7496379061182843
2019-06-10 15:00:00+01:00,7370.66015625,7378.93994140625,7366.77001953125,7373.97998046875,0,0,0,0.0,0,1000.0,18.48810270281466,0.0,0.0,7379.283691406245,7344.539648437496,0.8473490565773857,0.0,0.0,29.556180383083824,29.98175865604773,11.081836460403697,7290.755126953125,7230.300048828125,0.0,0.0,0.04708242650914851,1.7975441046087504
2019-06-10 16:00:00+01:00,7373.93017578125,7378.18017578125,7372.97998046875,7378.18017578125,0,0,0,0.0,0,1000.0,17.159311963783196,0.0,0.0,7381.356363932287,7350.258317057288,0.8978653494283962,0.0,0.0,30.73259466231985,29.380845240049545,10.859727267966077,7290.755126953125,7231.97998046875,0.0,0.0,0.05695967881151898,1.8555276587687297
2019-06-11 08:00:00+01:00,7375.5400390625,7415.77001953125,7375.5400390625,7405.35986328125,0,0,0,0.0,0,1000.0,19.466378814279874,0.0,0.0,7390.471061197913,7354.746940104163,1.4167716833190955,1.0,0.0,32.90213593743344,38.54661617191409,9.305822465824539,7308.570068359375,7235.9951171875,0.0,0.0,0.3683792866595592,2.2307423249814384
2019-06-11 09:00:00+01:00,7405.419921875,7412.33984375,7403.5,7408.5498046875,0,0,0,0.0,0,1000.0,18.403725307851886,0.0,0.0,7391.04301757812,7363.19096679687,1.6285636647325552,1.0,0.0,34.91670997861035,37.284179699265025,9.001048380429886,7308.570068359375,7235.9951171875,0.0,0.0,0.04307611601790384,2.274779358151302
